TIME,CH,ADC
3274847960,14,355
3274848088,19,261
3274849376,19,261
3274850544,14,355
3274850672,19,261
3274851832,14,354
3274851960,19,262
3274853128,14,355
3274853256,19,262
3274854424,14,355
3274854552,19,261
3274855712,14,355
3274855840,19,262
3274857008,14,355
3274857136,19,261
3274858296,14,355
3274858424,19,261
3274859592,14,355
3274859720,19,262
3274860880,14,355
3274861008,19,261
3274862176,14,355
3274862304,19,261
3274863472,14,355
3274863600,19,262
3274864768,14,355
3274864896,19,262
3274866064,14,356
3274866192,19,262
3274867352,14,355
3274867480,19,262
3274868648,14,355
3274868776,19,261
3274869944,14,354
3274870072,19,262
3274871232,14,354
3274871360,19,261
3274872528,14,357
3274872656,19,262
3274873816,14,355
3274873944,19,262
3274875112,14,355
3274875240,19,262
3274876400,14,356
3274876528,19,263
3274877688,14,355
3274877816,19,262
3274878984,14,355
3274879112,19,261
3274880272,14,356
3274880400,19,262
3274881568,14,355
3274881696,19,262
3274882856,14,354
3274882984,19,261
3274884152,14,356
3274884280,19,262
3274885448,14,355
3274885576,19,262
3274886736,14,355
3274886864,19,261
3274888032,14,354
3274888160,19,261
3274889320,14,354
3274889448,19,261
3274890616,14,355
3274890744,19,261
3274891904,14,355
3274892032,19,261
3274893200,14,355
3274893328,19,261
3274894496,14,355
3274894624,19,262
3274895784,14,355
3274895912,19,261
3274897080,14,355
3274897208,19,261
3274898368,14,355
3274898496,19,262
3274899664,14,355
3274899792,19,261
3274900960,14,355
3274901088,19,262
3274902248,14,355
3274902376,19,262
3274903544,14,356
3274903680,19,262
3274904840,14,355
3274904968,19,262
3274906136,14,355
3274906264,19,262
3274907432,14,356
3274907560,19,262
3274908720,14,355
3274908848,19,262
3274910016,14,356
3274910144,19,262
3274911304,14,356
3274911432,19,263
3274912592,14,356
3274912720,19,262
3274913880,14,356
3274914008,19,262
3274915176,14,356
3274915304,19,262
3274916472,14,356
3274916600,19,262
3274917760,14,356
3274917896,19,263
3274919056,14,356
3274919184,19,262
3274920344,14,356
3274920472,19,262
3274921640,14,356
3274921768,19,262
3274922936,14,356
3274923064,19,262
3274924224,14,356
3274924352,19,262
3274925520,14,356
3274925648,19,262
3274926808,14,356
3274926936,19,262
3274928104,14,356
3274928232,19,262
3274929392,14,356
3274929520,19,262
3274930688,14,357
3274930816,19,263
3274931976,14,357
3274932104,19,263
3274933264,14,355
3274933392,19,262
3274934560,14,356
3274934688,19,262
3274935848,14,356
3274935976,19,262
3274937144,14,356
3274937272,19,262
3274938440,14,356
3274938568,19,262
3274939728,14,356
3274939856,19,262
3274941024,14,356
3274941152,19,262
3274942312,14,355
3274942440,19,262
3274943608,14,356
3274943736,19,262
3274944896,14,356
3274945024,19,262
3274946192,14,356
3274946320,19,262
3274947488,14,357
3274947616,19,262
3274948776,14,356
3274948904,19,262
3274950072,14,356
3274950200,19,262
3274951360,14,355
3274951488,19,262
3274952656,14,356
3274952784,19,262
3274953952,14,356
3274954080,19,262
3274955240,14,356
3274955368,19,262
3274956536,14,356
3274956664,19,262
3274957832,14,356
3274957960,19,262
3274959128,14,356
3274959256,19,262
3274960424,14,356
3274960552,19,262
3274961712,14,356
3274961840,19,263
3274963000,14,356
3274963128,19,262
3274964288,14,356
3274964416,19,262
3274965584,14,356
3274965712,19,262
3274966872,14,356
3274967000,19,262
3274968168,14,356
3274968296,19,262
3274969464,14,358
3274969592,19,263
3274970752,14,356
3274970880,19,263
3274972040,14,356
3274972168,19,263
3274973328,14,357
3274973456,19,264
3274974624,14,357
3274974752,19,263
3274975912,14,356
3274976040,19,264
3274977200,14,357
3274977328,19,263
3274978488,14,356
3274978616,19,263
3274979776,14,357
3274979904,19,263
3274981064,14,357
3274981192,19,263
3274982352,14,356
3274982480,19,263
3274983640,14,356
3274983768,19,263
3274984928,14,357
3274985056,19,263
3274986216,14,357
3274986344,19,263
3274987504,14,357
3274987640,19,263
3274988800,14,357
3274988928,19,263
3274990088,14,357
3274990216,19,264
3274991376,14,357
3274991504,19,263
3274992664,14,357
3274992792,19,263
3274993952,14,357
3274994080,19,264
3274995240,14,357
3274995368,19,264
3274996536,14,358
3274996664,19,263
3274997824,14,357
3274997952,19,264
3274999120,14,358
3274999248,19,264
3275000416,14,356
3275000544,19,263
3275001704,14,358
3275001832,19,264
3275003000,14,357
3275003128,19,263
3275004288,14,356
3275004416,19,263
3275005576,14,357
3275005704,19,264
3275006864,14,357
3275006992,19,263
3275008152,14,357
3275008280,19,263
3275009440,14,357
3275009568,19,264
3275010728,14,357
3275010856,19,264
3275012024,14,357
3275012152,19,263
3275013312,14,357
3275013440,19,264
3275014608,14,357
3275014736,19,263
3275015896,14,357
3275016024,19,263
3275017184,14,357
3275017312,19,263
3275018472,14,357
3275018600,19,263
3275019760,14,357
3275019888,19,263
3275021048,14,357
3275021176,19,264
3275022344,14,357
3275022472,19,263
3275023632,14,357
3275023760,19,264
3275024928,14,357
3275025056,19,263
3275026216,14,357
3275026344,19,263
3275027504,14,357
3275027632,19,263
3275028792,14,357
3275028920,19,263
3275030080,14,357
3275030208,19,264
3275031368,14,357
3275031496,19,264
3275032664,14,358
3275032792,19,263
3275033952,14,357
3275034080,19,264
3275035240,14,357
3275035368,19,265
3275036536,14,358
3275036664,19,264
3275037832,14,357
3275037960,19,264
3275039128,14,358
3275039256,19,264
3275040424,14,358
3275040552,19,264
3275041712,14,357
3275043008,14,358
3275043136,19,265
3275044296,14,357
3275044424,19,265
3275045592,14,358
3275046880,14,358
3275047008,19,265
3275048176,14,358
3275048304,19,265
3275049472,14,358
3275049600,19,264
3275050760,14,358
3275050888,19,265
3275052056,14,358
3275052184,19,265
3275053344,14,358
3275053472,19,265
3275054632,14,357
3275054760,19,265
3275055928,14,358
3275056056,19,265
3275057216,14,358
3275057344,19,265
3275058512,14,358
3275058640,19,264
3275059800,14,358
3275059928,19,265
3275061096,14,358
3275061224,19,264
3275062392,14,357
3275062520,19,264
3275063688,14,358
3275063816,19,265
3275064976,14,358
3275065104,19,265
3275066264,14,358
3275066392,19,265
3275067552,14,358
3275067680,19,265
3275068840,14,357
3275068968,19,265
3275070136,14,358
3275070264,19,264
3275071432,14,358
3275071560,19,265
3275072720,14,358
3275072848,19,265
3275074008,14,358
3275074136,19,265
3275075296,14,357
3275075424,19,265
3275076592,14,358
3275076728,19,265
3275077888,14,358
3275078016,19,265
3275079184,14,358
3275079312,19,264
3275080480,14,358
3275080608,19,265
3275081768,14,358
3275081896,19,265
3275083064,14,358
3275083192,19,265
3275084352,14,358
3275084480,19,265
3275085640,14,358
3275085768,19,265
3275086936,14,358
3275087064,19,264
3275088224,14,357
3275088352,19,265
3275089520,14,358
3275089648,19,264
3275090808,14,358
3275090936,19,265
3275092104,14,358
3275092232,19,264
3275093392,14,358
3275093520,19,265
3275094688,14,358
3275094816,19,265
3275095976,14,358
3275096104,19,265
3275097264,14,358
3275097392,19,265
3275098552,14,358
3275098680,19,265
3275099840,14,358
3275099968,19,265
3275101136,14,358
3275101264,19,265
3275102432,14,360
3275102560,19,266
3275103720,14,358
3275103848,19,266
3275105016,14,358
3275105144,19,266
3275106312,14,358
3275106440,19,265
3275107608,14,358
3275107736,19,266
3275108896,14,358
3275109024,19,266
3275110184,14,358
3275110312,19,266
3275111480,14,358
3275111608,19,266
3275112768,14,359
3275112896,19,267
3275114056,14,358
3275114184,19,266
3275115344,14,358
3275115472,19,266
3275116640,14,359
3275116768,19,266
3275117928,14,359
3275118056,19,267
3275119216,14,358
3275119344,19,266
3275120512,14,359
3275120648,19,266
3275121808,14,358
3275121936,19,267
3275123096,14,359
3275123224,19,266
3275124384,14,358
3275124512,19,266
3275125680,14,359
3275125808,19,266
3275126968,14,358
3275127096,19,266
3275128256,14,358
3275128384,19,266
3275129544,14,359
3275129672,19,267
3275130832,14,359
3275130960,19,266
3275132128,14,358
3275132256,19,266
3275133424,14,359
3275133552,19,266
3275134712,14,358
3275134840,19,266
3275136008,14,358
3275136136,19,266
3275137296,14,359
3275137424,19,266
3275138584,14,358
3275138712,19,266
3275139872,14,358
3275140000,19,266
3275141160,14,358
3275141288,19,266
3275142448,14,358
3275142576,19,266
3275143736,14,358
3275143864,19,267
3275145032,14,359
3275145160,19,266
3275146320,14,358
3275146448,19,267
3275147608,14,360
3275147736,19,267
3275148896,14,359
3275149024,19,267
3275150184,14,358
3275150312,19,266
3275151480,14,360
3275151608,19,266
3275152768,14,358
3275152896,19,266
3275154056,14,358
3275154184,19,266
3275155344,14,358
3275155472,19,266
3275156640,14,359
3275156768,19,266
3275157936,14,359
3275158064,19,266
3275159224,14,359
3275159352,19,266
3275160512,14,358
3275160640,19,266
3275161800,14,359
3275161928,19,267
3275163088,14,360
3275163216,19,266
3275164376,14,359
3275164504,19,266
3275165664,14,358
3275165792,19,267
3275166952,14,358
3275167080,19,266
3275168240,14,359
3275168368,19,266
3275169536,14,359
3275169664,19,266
3275170824,14,358
3275170952,19,266
3275172120,14,359
3275172248,19,266
3275173408,14,359
3275173536,19,267
3275174696,14,359
3275174824,19,266
3275175984,14,359
3275176112,19,267
3275177272,14,359
3275177400,19,267
3275178560,14,359
3275178688,19,266
3275179848,14,359
3275179976,19,266
3275181136,14,359
3275181264,19,267
3275182424,14,359
3275182552,19,267
3275183712,14,358
3275183840,19,267
3275185000,14,358
3275185128,19,267
3275186296,14,359
3275186424,19,267
3275187584,14,358
3275187712,19,267
3275188872,14,359
3275189000,19,268
3275190160,14,359
3275190288,19,268
3275191448,14,359
3275191576,19,267
3275192736,14,359
3275192864,19,268
3275194024,14,359
3275194152,19,268
3275195312,14,359
3275195440,19,267
3275196600,14,359
3275196728,19,268
3275197888,14,359
3275198016,19,268
3275199176,14,359
3275199304,19,267
3275200464,14,359
3275200592,19,267
3275201752,14,359
3275201880,19,268
3275203040,14,359
3275203168,19,267
3275204328,14,359
3275204456,19,268
3275205616,14,359
3275205752,19,267
3275206912,14,359
3275207040,19,267
3275208200,14,359
3275208328,19,267
3275209488,14,359
3275209616,19,268
3275210776,14,359
3275210904,19,268
3275212064,14,359
3275212192,19,267
3275213352,14,360
3275213480,19,268
3275214640,14,359
3275214768,19,268
3275215928,14,359
3275216056,19,268
